StartTime, FinishTime, Word, Confidence 
54.28,54.38,And,0.8856,,
54.38,54.41,I,0.9336,,
54.41,54.72,did,1.0,,
54.73,54.8,I,0.8549,,
54.8,55.15,started,0.9954,,
55.15,55.29,this,1.0,,
55.29,55.36,a,1.0,,
55.36,55.6,couple,1.0,,
55.6,55.67,of,1.0,,
55.67,55.95,years,1.0,,
55.95,56.12,ago,1.0,,
56.12,56.22,and,0.8085,,
56.22,56.25,I,0.9995,,
56.25,56.68,started,1.0,,
56.68,56.86,where,1.0,,
56.86,57.25,everybody,1.0,,
57.25,57.57,starts,0.9995,,
57.57,57.95,research,0.9868,,
57.95,58.04,and,0.9995,,
58.04,58.2,that's,0.9567,,
58.2,58.29,on,0.9952,,
58.29,58.75,Google,1.0,,
60.14,60.6,on,0.9223,,
60.6,60.78,DH,0.7386,,
60.79,60.92,A,0.9571,,
60.92,61.27,typed,0.7987,,
61.27,61.4,in,0.9757,,
61.4,61.75,great,0.9892,,
61.75,62.35,leadership,1.0,,
63.24,63.61,on,0.9981,,
63.61,63.8,DH,0.8873,,
63.98,64.65,thes,0.5408,,
65.21,65.31,are,0.5522,,
65.31,65.45,some,1.0,,
65.45,65.51,of,1.0,,
65.51,65.59,the,1.0,,
65.59,65.93,faces,0.998,,
65.93,66.04,that,0.9645,,
66.04,66.29,came,1.0,,
66.29,66.52,upon,1.0,,
66.52,66.61,the,1.0,,
66.61,66.91,very,1.0,,
66.91,67.25,first,1.0,,
67.26,67.87,page,1.0,,
68.01,68.17,of,1.0,,
68.17,68.6,Google,0.9998,,
70.14,70.17,A,0.8213,,
70.2,70.47,couple,0.9354,,
70.47,70.57,of,1.0,,
70.57,71.26,observations,1.0,,
71.26,71.77,Firstly,1.0,,
71.77,71.97,you'll,0.998,,
71.97,72.19,know,1.0,,
72.19,72.34,them,1.0,,
72.34,72.7,all,1.0,,
72.8,73.35,probably,1.0,,
74.34,75.2,Secondly,1.0,,
75.43,75.64,if,1.0,,
75.64,75.82,I'd,0.9981,,
75.82,75.96,have,1.0,,
75.96,76.25,given,1.0,,
76.25,76.88,you,1.0,,
77.09,77.22,an,1.0,,
77.22,77.82,intelligent,1.0,,
77.83,78.56,audience,1.0,,
78.99,79.11,the,0.999,,
79.11,80.11,opportunity,1.0,,
80.41,80.55,to,1.0,,
80.55,80.83,think,1.0,,
80.83,80.9,of,1.0,,
80.9,80.97,a,1.0,,
80.97,81.61,category,1.0,,
81.61,81.74,or,0.8889,,
81.74,81.81,a,0.6497,,
81.81,82.13,heading,0.9976,,
82.13,82.24,where,1.0,,
82.24,82.33,you,0.9946,,
82.33,82.45,could,1.0,,
82.45,82.99,sandwich,0.7454,,
82.99,83.45,Captain,1.0,,
83.45,84.09,Kirk,0.9982,,
84.54,85.0,between,1.0,,
85.0,85.25,Mother,1.0,,
85.25,85.95,Teresa,0.9797,,
86.59,86.71,A,0.7097,,
86.71,87.07,Martin,1.0,,
87.07,87.32,Luther,1.0,,
87.32,87.75,King,1.0,,
88.44,88.58,I,0.9422,,
88.58,88.8,bet,0.9474,,
88.8,88.9,you,0.9985,,
88.9,89.09,couldn't,1.0,,
89.09,89.19,have,1.0,,
89.19,89.34,done,0.7377,,
89.34,89.48,it,0.9797,,
90.24,90.45,but,1.0,,
90.45,90.63,there,1.0,,
90.63,91.01,is,1.0,,
93.6,94.15,So,1.0,,
95.47,96.01,excuse,1.0,,
96.01,96.18,me,1.0,,
97.34,97.59,So,1.0,,
97.59,97.86,these,1.0,,
97.86,97.96,are,0.9968,,
97.96,98.07,all,0.9992,,
98.07,98.15,the,1.0,,
98.15,98.75,people,1.0,,
99.19,99.39,that,1.0,,
99.4,100.18,way,1.0,,
100.19,100.43,we,0.9939,,
100.43,100.72,know,1.0,,
100.72,100.88,and,0.9104,,
100.88,101.17,love,1.0,,
101.18,101.34,I've,1.0,,
101.34,101.8,got,1.0,,
101.98,102.34,twin,1.0,,
102.34,102.69,boys,0.9983,,
102.69,102.92,nine,1.0,,
102.92,103.1,years,1.0,,
103.1,103.2,of,1.0,,
103.2,103.53,age,1.0,,
103.53,103.63,and,1.0,,
103.63,103.67,I,0.9301,,
103.67,103.9,asked,0.5833,,
103.9,104.02,them,0.9995,,
104.02,104.1,in,1.0,,
104.1,104.18,the,1.0,,
104.18,104.55,kitchen,1.0,,
104.55,104.66,the,1.0,,
104.66,104.81,other,1.0,,
104.81,105.23,week,0.9607,,
105.62,106.17,Who,1.0,,
106.17,106.27,do,1.0,,
106.27,106.51,you,0.9997,,
106.51,106.96,think,1.0,,
106.97,107.11,is,1.0,,
107.11,107.17,a,1.0,,
107.17,107.41,great,1.0,,
107.41,107.85,leader,1.0,,
107.86,107.98,on,0.5861,,
107.98,108.26,Oliver,0.945,,
108.26,108.48,Said,1.0,,
108.48,108.77,Barack,0.9973,,
108.77,109.35,Obama,0.9925,,
109.93,110.42,Nine,1.0,,
110.42,110.65,years,1.0,,
110.65,110.76,of,1.0,,
110.76,111.31,age,1.0,,
111.63,111.76,and,1.0,,
111.76,111.83,he,1.0,,
111.83,112.22,picked,1.0,,
112.23,112.75,probably,1.0,,
112.75,112.9,one,1.0,,
112.9,112.97,of,1.0,,
112.97,113.03,the,1.0,,
113.03,113.3,most,1.0,,
113.3,113.88,influential,1.0,,
113.88,114.23,leaders,1.0,,
114.23,114.32,of,1.0,,
114.32,114.45,our,1.0,,
114.45,114.75,time,0.9989,,
116.14,116.52,William,1.0,,
116.52,116.73,pick,0.8983,,
116.73,117.09,me,0.9989,,
118.24,118.7,50,1.0,,
118.7,119.13,pages,1.0,,
119.13,119.19,are,0.868,,
119.19,119.62,searched,1.0,,
119.62,119.73,in,1.0,,
119.73,120.16,Google,0.9909,,
120.16,120.48,Couldn't,1.0,,
120.48,120.74,find,1.0,,
120.74,120.79,a,1.0,,
120.79,121.27,single,1.0,,
121.27,121.79,picture,1.0,,
122.24,122.41,of,0.7802,,
122.41,122.57,me,0.9892,,
122.57,123.13,anywhere,0.9998,,
123.2,123.36,But,0.9915,,
123.36,123.39,I,0.6599,,
123.39,123.75,take,0.872,,
124.22,124.46,take,1.0,,
124.46,124.73,solace,1.0,,
124.73,124.81,in,1.0,,
124.81,124.9,the,1.0,,
124.9,125.11,fact,1.0,,
125.11,125.21,that,1.0,,
125.21,125.3,they're,0.9951,,
125.3,125.97,twins,1.0,,
126.05,126.16,You,0.8593,,
126.16,126.35,know,0.8593,,
126.35,126.56,they're,0.9935,,
126.57,126.95,pretty,1.0,,
126.95,127.37,similar,1.0,,
127.37,127.57,And,1.0,,
127.89,128.21,follow,0.9478,,
128.21,128.36,this,0.8266,,
128.36,128.56,so,0.9366,,
128.56,128.87,right,0.8645,,
128.88,129.19,William,0.9997,,
129.19,129.41,can't,0.9828,,
129.41,129.48,be,1.0,,
129.48,129.67,so,1.0,,
129.68,130.05,wrong,1.0,,
133.22,133.4,But,0.9967,,
133.4,133.62,great,0.9951,,
133.62,134.07,leadership,1.0,,
134.07,134.39,isn't,0.9979,,
134.39,134.98,reserved,0.9942,,
134.98,135.07,to,0.8348,,
135.07,135.31,those,1.0,,
135.31,135.7,famous,1.0,,
135.7,136.02,people,1.0,,
136.02,136.13,that,1.0,,
136.13,136.19,we,1.0,,
136.19,136.42,see,1.0,,
136.42,136.77,here,0.9941,,
136.78,137.51,You're,0.9961,,
137.51,137.71,no,0.9933,,
137.72,138.02,great,1.0,,
138.02,138.47,leaders,0.9827,,
138.84,139.26,I've,0.995,,
139.27,139.52,been,1.0,,
139.52,140.02,privileged,0.9949,,
140.02,140.22,enough,1.0,,
140.22,140.34,to,1.0,,
140.34,140.58,work,1.0,,
140.58,140.67,for,1.0,,
140.67,140.71,a,1.0,,
140.71,140.93,couple,1.0,,
140.93,141.0,of,1.0,,
141.0,141.24,great,1.0,,
141.24,141.75,leaders,0.9977,,
142.31,142.49,I've,1.0,,
142.49,142.66,got,1.0,,
142.67,143.15,friends,1.0,,
143.15,143.29,and,1.0,,
143.29,143.71,peers,0.9897,,
143.71,143.81,and,1.0,,
143.81,143.98,some,1.0,,
143.98,144.04,of,1.0,,
144.04,144.24,those,1.0,,
144.24,144.3,are,0.5344,,
144.3,144.56,great,0.9923,,
144.56,145.03,leaders,1.0,,
145.17,145.41,Had,0.9576,,
145.41,145.46,a,1.0,,
145.46,145.72,great,1.0,,
145.72,145.97,leader,0.9623,,
145.97,146.12,is,0.9042,,
146.12,146.43,work,0.9331,,
146.43,146.71,for,1.0,,
146.71,146.95,me,1.0,,
148.19,148.48,So,1.0,,
148.48,148.77,what,1.0,,
148.77,149.28,is,1.0,,
149.63,150.17,the,1.0,,
150.18,150.5,X,0.9987,,
150.5,151.11,factor,1.0,,
151.47,151.64,of,1.0,,
151.64,151.94,great,1.0,,
151.94,152.45,leadership,1.0,,
154.04,154.21,Well,0.9989,,
154.21,154.54,according,1.0,,
154.54,154.66,to,1.0,,
154.66,154.74,the,1.0,,
154.74,155.19,research,0.999,,
155.19,155.37,I've,1.0,,
155.37,155.58,done,1.0,,
155.59,155.72,I'll,1.0,,
155.72,155.9,tell,1.0,,
155.9,155.97,you,1.0,,
155.97,156.08,what,1.0,,
156.08,156.22,It's,0.9372,,
156.22,156.55,no,0.9669,,
157.09,157.65,contrary,1.0,,
157.65,157.8,to,1.0,,
157.8,158.36,popular,1.0,,
158.36,159.02,belief,1.0,,
159.34,159.69,Great,0.9983,,
159.69,160.32,leadership,1.0,,
160.33,160.7,isn't,1.0,,
160.75,161.08,like,0.9506,,
161.09,161.25,you,0.6216,,
163.14,163.4,is,0.8045,,
163.4,163.49,an,1.0,,
163.49,163.87,entry,1.0,,
163.87,164.29,point,1.0,,
164.3,164.48,It,0.9431,,
164.48,164.93,certainly,1.0,,
164.93,165.51,helps,1.0,,
165.86,166.02,But,1.0,,
166.02,166.17,it's,1.0,,
166.17,166.46,not,1.0,,
166.47,166.81,like,1.0,,
166.82,166.98,I,1.0,,
166.98,167.22,know,1.0,,
167.22,167.49,some,0.9774,,
167.49,167.89,really,0.8791,,
167.89,168.19,clever,1.0,,
168.19,168.52,people,1.0,,
168.52,168.62,were,0.6016,,
168.62,169.02,failed,1.0,,
169.02,169.1,in,1.0,,
169.1,169.16,a,1.0,,
169.16,169.58,number,1.0,,
169.58,169.67,of,1.0,,
169.67,170.11,leadership,1.0,,
170.12,170.81,positions,1.0,,
172.92,173.15,It's,0.9693,,
173.15,173.34,not,1.0,,
173.35,174.04,privilege,0.6874,,
174.14,174.42,Some,0.9996,,
174.42,174.49,of,1.0,,
174.49,174.7,those,1.0,,
174.7,175.05,people,1.0,,
175.05,175.34,weren't,0.9993,,
175.34,175.54,born,1.0,,
175.54,175.75,into,1.0,,
175.75,176.05,money,1.0,,
176.05,176.64,privilege,0.9004,,
176.64,176.72,They,0.9368,,
176.72,176.93,weren't,0.9793,,
176.93,177.17,building,0.5826,,
177.17,177.39,into,0.9998,,
177.39,178.05,educational,1.0,,
178.05,178.63,privilege,0.9929,,
178.93,179.07,It's,0.9639,,
179.07,179.27,not,1.0,,
179.27,179.59,job,1.0,,
179.59,180.06,title,0.9936,,
180.75,180.91,as,0.9982,,
180.91,181.21,nice,1.0,,
181.21,181.3,as,0.9997,,
181.3,181.4,it,1.0,,
181.41,181.75,is,1.0,,
181.75,181.86,to,0.9197,,
181.86,182.08,have,0.9474,,
182.08,182.8,CEO,1.0,,
182.8,182.94,or,1.0,,
182.94,183.34,chairman,1.0,,
183.34,183.6,next,1.0,,
183.6,183.69,year,0.9775,,
183.69,184.05,name,0.9895,,
184.36,184.66,job,1.0,,
184.66,185.13,titles,0.9856,,
185.13,185.46,actually,1.0,,
185.46,185.8,listed,1.0,,
185.8,185.9,as,0.9984,,
185.9,186.03,one,1.0,,
186.03,186.1,of,1.0,,
186.1,186.19,the,1.0,,
186.19,186.55,top,1.0,,
186.56,186.86,10,1.0,,
186.86,187.58,reasons,1.0,,
187.7,188.06,why,1.0,,
188.06,188.47,leaders,0.9916,,
188.47,189.05,fail,0.9982,,
189.44,189.77,because,1.0,,
189.77,189.87,they,0.7489,,
189.87,190.31,rely,0.7489,,
190.31,190.45,on,0.9983,,
190.45,190.62,that,0.9984,,
190.62,191.08,title,1.0,,
191.08,191.21,for,1.0,,
191.21,191.85,respect,0.9996,,
194.49,194.7,So,1.0,,
194.7,194.9,within,0.9802,,
194.9,195.03,my,1.0,,
195.03,195.4,research,0.9993,,
195.4,195.5,have,0.8843,,
195.5,195.71,been,1.0,,
195.71,196.04,looking,0.9945,,
196.04,196.13,for,0.9961,,
196.13,196.2,the,1.0,,
196.2,196.49,common,1.0,,
196.49,197.07,denominator,1.0,,
197.07,197.17,and,0.9993,,
197.17,197.33,how,1.0,,
197.33,197.45,do,1.0,,
197.45,197.54,we,1.0,,
197.54,198.19,categorise,1.0,,
198.19,198.54,that,1.0,,
198.75,199.22,emotional,0.9997,,
199.22,200.05,intelligence,1.0,,
200.66,200.79,And,0.9996,,
200.79,200.93,it's,0.9998,,
200.93,201.85,frustrating,1.0,,
202.51,202.81,because,1.0,,
202.81,202.93,it's,0.9944,,
202.93,203.07,been,1.0,,
203.07,204.06,stigmatised,1.0,,
204.06,204.16,for,1.0,,
204.16,204.48,so,1.0,,
204.48,204.87,long,1.0,,
204.88,205.35,It's,0.9992,,
205.82,206.57,woolly,0.5019,,
206.58,206.82,It's,0.9509,,
206.82,206.91,a,0.9951,,
206.91,207.26,black,0.721,,
207.26,207.88,art,0.4457,,
208.03,208.39,It's,0.5975,,
208.39,208.75,soft,1.0,,
208.75,209.35,management,0.999,,
209.74,209.89,You,1.0,,
209.89,210.22,can't,1.0,,
210.22,210.53,measure,1.0,,
210.53,210.75,it,1.0,,
211.34,211.57,Well,1.0,,
211.57,211.92,maybe,1.0,,
211.92,212.01,you,0.9859,,
212.01,212.4,can't,1.0,,
212.4,212.72,measure,1.0,,
212.72,212.89,it,1.0,,
213.94,214.12,and,0.9943,,
214.12,214.36,just,1.0,,
214.36,214.63,because,1.0,,
214.63,214.79,it's,0.8726,,
214.79,215.55,emotion,0.9954,,
215.7,216.0,doesn't,1.0,,
216.0,216.21,mean,1.0,,
216.21,216.37,it's,0.9858,,
216.37,216.53,not,1.0,,
216.53,217.13,important,1.0,,
217.13,217.31,Some,0.9997,,
217.31,217.39,of,1.0,,
217.39,217.46,the,1.0,,
217.46,217.76,most,1.0,,
217.76,218.61,significant,1.0,,
218.62,219.19,events,0.9865,,
219.2,219.41,on,1.0,,
219.41,219.86,earth,1.0,,
220.04,220.53,happened,0.9535,,
220.53,220.83,because,1.0,,
220.83,220.93,of,1.0,,
220.93,221.39,emotion,0.872,,
223.34,223.6,So,1.0,,
223.6,223.75,what,1.0,,
223.75,223.83,I'd,1.0,,
223.83,224.01,like,1.0,,
224.01,224.1,to,1.0,,
224.1,224.25,do,1.0,,
224.25,224.85,today,1.0,,
225.62,225.86,is,1.0,,
225.86,226.22,pick,0.9938,,
226.22,226.61,three,1.0,,
226.61,226.73,of,1.0,,
226.73,226.96,those,1.0,,
226.96,227.24,common,1.0,,
227.24,227.99,denominators,0.9973,,
227.99,228.25,just,1.0,,
228.25,228.65,three,1.0,,
229.7,229.94,on,1.0,,
229.95,230.35,offer,1.0,,
230.35,230.45,it,1.0,,
230.45,230.58,to,1.0,,
230.58,230.82,you,1.0,,
230.82,230.91,as,1.0,,
230.91,231.01,an,1.0,,
231.01,231.6,audience,1.0,,
231.61,231.84,of,1.0,,
231.85,232.33,point,0.5205,,
232.33,232.56,is,0.515,,
232.56,232.84,three,1.0,,
232.84,233.35,pointers,1.0,,
233.35,233.46,for,1.0,,
233.46,233.7,great,0.9996,,
233.7,234.25,leadership,1.0,,
235.38,235.48,and,0.7141,,
235.48,235.54,I'll,0.9821,,
235.54,235.77,start,1.0,,
235.77,235.9,with,1.0,,
235.91,236.55,people,1.0,,
236.79,236.98,Now,1.0,,
236.98,237.42,People,1.0,,
237.42,237.75,covers,1.0,,
237.75,237.83,the,0.9618,,
237.83,238.26,whole,1.0,,
238.26,239.12,spectrum,1.0,,
239.13,239.26,of,1.0,,
239.26,239.95,stuff,1.0,,
240.44,240.59,But,1.0,,
240.59,240.72,what,1.0,,
240.72,240.83,I'd,0.9979,,
240.83,241.01,like,1.0,,
241.01,241.09,to,1.0,,
241.09,241.19,do,1.0,,
241.19,241.3,is,1.0,,
241.3,241.8,concentrate,1.0,,
241.8,241.91,on,1.0,,
241.91,242.59,Connexion,0.9993,,
242.66,242.99,Every,1.0,,
242.99,243.49,leader,1.0,,
243.5,243.79,needs,1.0,,
243.79,243.85,a,1.0,,
243.85,244.28,Connexion,1.0,,
244.28,244.4,with,1.0,,
244.41,244.87,people,1.0,,
245.74,245.91,But,1.0,,
245.91,246.02,if,1.0,,
246.02,246.1,you,1.0,,
246.1,246.35,need,1.0,,
246.35,246.41,a,1.0,,
246.41,246.84,Connexion,1.0,,
246.84,246.98,with,1.0,,
246.99,247.33,people,1.0,,
247.33,247.42,you,1.0,,
247.42,247.69,have,1.0,,
247.69,247.78,to,0.8201,,
247.78,248.03,have,0.8437,,
248.03,248.1,a,1.0,,
248.1,248.51,Connexion,1.0,,
248.51,248.6,with,1.0,,
248.6,249.33,yourself,1.0,,
249.56,249.71,You,1.0,,
249.71,250.05,have,1.0,,
250.05,250.17,to,1.0,,
250.17,250.46,know,1.0,,
250.46,251.12,yourself,1.0,,
251.43,251.95,fully,0.9977,,
253.88,254.22,Self,0.9968,,
254.22,254.74,reflection,0.5668,,
254.74,254.83,is,0.5662,,
254.83,254.98,one,1.0,,
254.98,255.05,of,1.0,,
255.05,255.13,the,1.0,,
255.13,255.92,cornerstones,1.0,,
255.92,256.01,of,1.0,,
256.01,256.28,great,1.0,,
256.28,256.89,leadership,1.0,,
257.26,258.0,understanding,1.0,,
258.0,258.41,yourself,1.0,,
258.41,258.67,knowing,1.0,,
258.67,258.8,what,1.0,,
258.8,259.04,makes,1.0,,
259.04,259.13,you,0.9965,,
259.13,259.79,happy,1.0,,
259.84,260.15,What,1.0,,
260.15,260.35,makes,1.0,,
260.35,260.44,you,0.996,,
260.44,260.81,sad,1.0,,
260.81,260.92,What,1.0,,
260.92,261.09,makes,1.0,,
261.09,261.27,him,0.9746,,
261.27,262.16,motivated,1.0,,
262.47,262.77,What,1.0,,
262.77,262.97,gives,1.0,,
262.97,263.08,you,0.9974,,
263.08,263.4,those,1.0,,
263.4,264.0,negative,1.0,,
264.0,264.63,feelings,1.0,,
264.63,264.8,that,0.9888,,
264.8,265.39,sometimes,1.0,,
265.39,265.55,have,1.0,,
265.55,265.61,a,1.0,,
265.61,266.09,negative,1.0,,
266.09,266.65,output,0.9999,,
267.44,267.64,but,0.999,,
267.64,267.92,self,1.0,,
267.92,268.48,reflections,0.7658,,
268.48,269.18,Nothing,0.9977,,
269.72,270.11,without,0.9975,,
270.11,270.41,so,0.9001,,
270.42,270.79,self,1.0,,
270.79,271.54,regulation,1.0,,
271.63,271.85,If,1.0,,
271.85,272.01,you,0.9737,,
272.01,272.58,can't,0.9991,,
272.58,273.45,regulate,1.0,,
274.21,274.81,you're,0.7949,,
274.82,275.15,your,0.9988,,
275.15,276.05,response,0.9988,,
276.06,276.25,When,1.0,,
276.25,276.4,your,0.9989,,
276.4,276.97,emotions,1.0,,
276.97,277.19,tell,0.9914,,
277.19,277.31,you,0.9724,,
277.31,277.67,something,0.9954,,
277.67,278.1,else,1.0,,
278.54,278.97,well,1.0,,
278.98,279.19,then,1.0,,
279.19,279.3,we,1.0,,
279.3,279.47,have,1.0,,
279.47,279.54,a,1.0,,
279.54,279.98,problem,1.0,,
279.98,280.16,So,1.0,,
280.16,280.6,self,1.0,,
280.6,281.47,regulation,1.0,,
281.51,281.67,is,1.0,,
281.67,282.45,essential,1.0,,
284.74,285.21,Everybody's,1.0,,
285.21,285.35,got,1.0,,
285.35,285.43,an,1.0,,
285.43,285.74,ego,1.0,,
285.74,285.84,The,1.0,,
285.84,286.12,great,0.9989,,
286.12,286.43,leaders,0.9769,,
286.43,286.54,that,0.9979,,
286.54,286.63,you,0.9979,,
286.63,286.85,saw,1.0,,
286.85,287.15,there,1.0,,
287.16,287.38,A,1.0,,
287.38,287.47,ll,0.879,,
287.47,287.65,have,0.9993,,
287.65,287.72,a,0.9993,,
287.72,288.09,pretty,1.0,,
288.1,288.46,small,1.0,,
288.46,288.69,ego,0.8933,,
288.69,288.81,with,1.0,,
288.81,288.9,the,0.9993,,
288.9,289.41,exception,1.0,,
289.41,289.65,of,1.0,,
290.45,291.03,Captain,1.0,,
291.03,291.56,Kirk,1.0,,
291.57,292.08,who,1.0,,
292.35,292.51,has,0.9084,,
292.51,292.57,a,0.9545,,
292.57,292.96,huge,0.8849,,
292.97,293.5,ironically,1.0,,
293.5,293.59,the,1.0,,
293.59,293.85,size,0.9976,,
293.85,293.91,of,1.0,,
293.91,293.96,a,0.8672,,
293.96,294.38,planet,1.0,,
294.4,295.05,actually,0.9998,,
296.64,296.8,But,1.0,,
296.8,297.13,everybody's,0.9904,,
297.13,297.27,got,0.9992,,
297.27,297.48,any,0.8728,,
297.48,297.71,go,0.6982,,
297.72,297.92,I've,1.0,,
297.92,298.06,got,1.0,,
298.06,298.15,an,1.0,,
298.15,298.57,ego,1.0,,
298.58,298.81,You,0.9947,,
298.81,299.1,all,1.0,,
299.1,299.2,in,1.0,,
299.2,299.39,this,1.0,,
299.39,299.66,room,1.0,,
299.66,299.85,have,1.0,,
299.85,300.11,any,0.8326,,
300.11,300.29,go,0.2559,,
301.67,301.83,and,1.0,,
301.83,302.63,sometimes,1.0,,
302.64,302.81,it's,0.9981,,
302.81,303.32,essential,0.9975,,
303.32,303.41,to,0.9928,,
303.41,303.64,take,1.0,,
303.64,303.7,a,1.0,,
303.7,304.4,tactical,1.0,,
304.4,305.11,bruise,0.9054,,
305.52,305.71,on,1.0,,
305.71,305.85,the,0.972,,
305.85,306.4,ego,1.0,,
306.65,306.81,for,1.0,,
306.81,306.9,the,1.0,,
306.9,307.41,betterment,1.0,,
307.41,307.5,of,1.0,,
307.5,307.59,an,1.0,,
307.59,308.37,organisation,1.0,,
310.42,310.59,So,1.0,,
310.59,310.76,that's,0.7387,,
310.76,310.99,self,1.0,,
310.99,311.63,reflection,1.0,,
311.64,311.94,self,1.0,,
311.94,312.52,regulation,1.0,,
312.52,312.61,And,1.0,,
312.61,312.72,then,1.0,,
312.72,312.81,we,1.0,,
312.81,312.95,have,1.0,,
312.95,313.06,to,1.0,,
313.06,313.26,look,1.0,,
313.26,313.35,at,0.9986,,
313.35,313.58,self,1.0,,
313.58,314.22,perception,1.0,,
314.46,314.7,Your,1.0,,
314.7,315.28,perception,1.0,,
315.28,315.37,of,1.0,,
315.37,315.87,yourself,1.0,,
315.87,316.08,has,1.0,,
316.08,316.18,to,1.0,,
316.18,316.32,be,1.0,,
316.32,316.38,a,1.0,,
316.38,316.45,CZ,0.8139,,
316.45,316.91,close,0.5446,,
316.91,317.15,toe,0.7088,,
317.16,317.39,Other,1.0,,
317.39,317.9,people's,0.9662,,
317.9,318.59,reality,1.0,,
319.02,319.19,was,0.8675,,
319.19,319.75,possible,1.0,,
320.54,320.72,If,1.0,,
320.72,320.87,you,1.0,,
320.87,321.14,think,1.0,,
321.14,321.64,you're,1.0,,
321.65,322.22,great,1.0,,
322.23,322.37,and,1.0,,
322.37,323.0,open,1.0,,
323.01,323.13,and,0.9981,,
323.13,323.49,honest,1.0,,
323.49,323.59,and,0.9568,,
323.59,323.68,your,0.8925,,
323.68,324.01,team,1.0,,
324.01,324.45,don't,0.9956,,
324.6,324.71,well,0.9657,,
324.71,324.82,then,1.0,,
324.82,324.92,you've,1.0,,
324.92,325.06,got,0.956,,
325.06,325.14,a,0.9544,,
325.15,325.7,disconnect,0.995,,
325.7,325.79,and,0.9268,,
